"STATION","NAME","DATE","TAVG"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2020-12-24","40"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2020-12-25","48"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2020-12-26","52"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2020-12-27","59"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2020-12-28","49"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2020-12-29","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2020-12-30","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2020-12-31","34"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-01","35"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-02","43"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-03","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-04","49"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-05","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-06","52"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-07","44"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-08","37"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-09","38"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-10","37"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-11","34"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-12","33"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-13","42"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-14","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-15","41"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-16","44"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-17","45"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-18","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-19","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-20","43"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-21","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-22","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-23","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-24","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-25","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-26","46"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-27","44"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-28","39"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-29","48"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-30","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-01-31","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-01","45"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-02","53"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-03","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-04","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-05","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-06","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-07","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-08","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-09","32"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-10","28"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-11","24"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-12","23"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-13","19"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-14","16"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-15","6"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-16","7"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-17","20"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-18","18"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-19","20"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-20","43"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-21","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-22","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-23","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-24","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-25","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-26","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-27","59"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-02-28","59"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-01","48"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-02","46"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-03","53"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-04","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-05","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-06","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-07","53"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-08","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-09","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-10","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-11","68"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-12","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-13","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-14","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-15","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-16","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-17","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-18","49"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-19","48"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-20","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-21","59"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-22","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-23","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-24","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-25","53"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-26","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-27","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-28","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-29","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-30","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-03-31","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-01","53"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-02","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-03","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-04","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-05","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-06","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-07","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-08","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-09","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-10","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-11","68"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-12","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-13","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-14","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-15","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-16","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-17","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-18","52"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-19","57"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-20","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-21","45"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-22","52"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-23","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-24","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-25","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-26","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-27","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-28","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-29","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-04-30","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-01","65"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-02","68"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-03","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-04","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-05","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-06","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-07","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-08","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-09","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-10","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-11","57"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-12","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-13","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-14","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-15","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-16","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-17","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-18","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-19","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-20","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-21","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-22","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-23","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-24","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-25","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-26","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-27","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-28","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-29","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-30","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-05-31","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-01","65"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-02","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-03","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-04","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-05","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-06","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-07","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-08","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-09","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-10","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-11","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-12","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-13","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-14","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-15","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-16","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-17","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-18","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-19","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-20","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-21","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-22","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-23","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-24","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-25","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-26","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-27","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-28","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-29","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-06-30","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-01","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-02","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-03","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-04","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-05","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-06","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-07","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-08","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-09","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-10","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-11","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-12","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-13","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-14","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-15","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-16","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-17","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-18","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-19","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-20","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-21","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-22","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-23","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-24","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-25","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-26","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-27","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-28","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-29","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-30","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-07-31","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-01","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-02","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-03","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-04","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-05","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-06","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-07","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-08","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-09","89"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-10","88"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-11","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-12","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-13","87"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-14","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-15","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-16","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-17","77"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-18","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-19","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-20","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-21","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-22","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-23","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-24","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-25","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-26","84"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-27","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-28","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-29","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-30","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-08-31","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-01","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-02","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-03","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-04","85"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-05","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-06","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-07","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-08","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-09","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-10","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-11","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-12","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-13","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-14","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-15","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-16","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-17","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-18","83"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-19","82"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-20","86"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-21","81"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-22","68"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-23","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-24","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-25","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-26","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-27","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-28","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-29","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-09-30","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-01","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-02","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-03","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-04","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-05","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-06","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-07","76"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-08","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-09","80"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-10","79"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-11","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-12","74"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-13","73"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-14","65"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-15","66"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-16","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-17","57"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-18","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-19","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-20","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-21","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-22","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-23","75"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-24","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-25","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-26","78"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-27","68"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-28","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-29","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-30","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-10-31","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-01","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-02","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-03","47"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-04","49"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-05","52"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-06","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-07","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-08","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-09","68"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-10","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-11","59"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-12","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-13","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-14","61"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-15","59"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-16","71"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-17","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-18","50"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-19","49"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-20","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-21","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-22","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-23","56"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-24","65"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-25","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-26","45"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-27","52"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-28","53"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-29","55"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-11-30","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-01","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-02","62"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-03","72"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-04","64"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-05","60"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-06","54"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-07","42"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-08","51"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-09","67"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-10","69"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-11","53"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-12","45"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-13","58"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-14","63"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-15","70"
"USW00013962","ABILENE REGIONAL AIRPORT, TX US","2021-12-16","65"
